pontoId,lat,lon,lat_pred,lon_pred,erro_loc
397,-8.0754750000000008,-34.89629,-8.073644427674562,-34.897896649169304,269.66520082947784
792,-8.0729559999999996,-34.896622000000001,0,0,inf
864,-8.072692,-34.896422999999999,-8.069472994498458,-34.891124944239486,684.3509866818865
717,-8.0733470000000001,-34.900573999999999,-8.072725862740784,-34.90065251299889,69.60608908032022
2826,-8.0626339999999992,-34.888382,-8.070618534004508,-34.88952607121219,896.7297517687164
1902,-8.0687549999999995,-34.896583999999997,0,0,inf
1897,-8.0687719999999992,-34.896197999999998,-8.067273264452757,-34.894027857427844,291.30015109789946
2896,-8.0614190000000008,-34.903168000000001,-8.064920920294343,-34.901686988777726,422.1555577538866
2524,-8.0652849999999994,-34.897007000000002,-8.075318761789958,-34.895152559910166,1134.2293829930243
2597,-8.0646389999999997,-34.885123999999998,-8.074571949192174,-34.885096739154115,1104.4976344498955
1573,-8.0696300000000001,-34.890667000000001,-8.06738570788986,-34.89092980756938,251.2255956474093
2465,-8.0656990000000004,-34.892563000000003,-8.065833069574978,-34.89305579467181,56.2651126307543
1266,-8.0706760000000006,-34.890694000000003,0,0,inf
1793,-8.0690650000000002,-34.889583999999999,-8.069295782734825,-34.897209087628696,839.868683302081
2055,-8.0682910000000003,-34.889972999999998,-8.068253351545591,-34.889819367201305,17.42445706902993
2845,-8.0623889999999996,-34.887771999999998,-8.062214323827332,-34.892808084061926,554.7922734523167
2215,-8.0669799999999992,-34.895916,-8.073507192409973,-34.89179577613899,855.8825168997549
2316,-8.0663389999999993,-34.901145999999997,-8.063595871385157,-34.89731040173439,520.9217909356458
703,-8.0734779999999997,-34.897292999999998,0,0,inf
401,-8.0754680000000008,-34.900024000000002,-8.078386283912012,-34.90084769321745,336.93086348216525
1103,-8.0715830000000004,-34.891936999999999,0,0,inf
204,-8.0764239999999994,-34.895760000000003,-8.071123674846582,-34.89478487326549,599.0668576409881
1600,-8.0695700000000006,-34.890754999999999,-8.068745599472209,-34.88978461168815,140.77190176875402
205,-8.0764230000000001,-34.895969000000001,-8.077557290897575,-34.89930808224464,388.64148207558094
767,-8.0731160000000006,-34.896343000000002,0,0,inf
585,-8.0742530000000006,-34.893768000000001,-8.068098727157286,-34.89331919716363,686.1053840331859
2549,-8.0650390000000005,-34.885593,-8.065126710654457,-34.8877734446119,240.25438502360257
338,-8.0758039999999998,-34.893962999999999,-8.074875981182819,-34.89379574569696,104.82095780514958
850,-8.0727440000000001,-34.900646000000002,-8.072799151128644,-34.89844055813265,242.88123492070477
1140,-8.0712899999999994,-34.900772000000003,-8.072145077413241,-34.90064992658303,96.0253982563344
85,-8.0772069999999996,-34.898353999999998,-8.076654955637462,-34.89925426215069,116.58115438562822
967,-8.0724420000000006,-34.893211000000001,-8.068140414535955,-34.8917341347951,505.19443201908797
508,-8.0746920000000006,-34.890453000000001,-8.070089382928204,-34.89916844954764,1087.468829920019
1672,-8.0693800000000007,-34.895271000000001,-8.067146551696784,-34.89198917473253,438.4310860750055
317,-8.0759120000000006,-34.899895000000001,-8.080946522176735,-34.90470946095472,770.9241557512607
2475,-8.0656490000000005,-34.892643,-8.065832244461928,-34.89363169115647,110.74059025289388
2788,-8.0631249999999994,-34.888652999999998,-8.067729169281929,-34.89138179100981,593.5986115088597
13,-8.0775380000000006,-34.899231,0,0,inf
1766,-8.0691419999999994,-34.895718000000002,-8.065790764921807,-34.892669307307756,501.5155919543426
521,-8.0746090000000006,-34.890228,-8.076466900705926,-34.891930965404875,278.97863471698
1032,-8.0721179999999997,-34.892257999999998,-8.070738494602857,-34.89232978538927,153.59745648154913
327,-8.0758700000000001,-34.894150000000003,0,0,inf
2546,-8.0650619999999993,-34.885666000000001,-8.06634616962135,-34.887288468634885,228.6853700274844
961,-8.0724549999999997,-34.894058000000001,-8.069521411458757,-34.89349063109077,332.1268627859929
2148,-8.0675050000000006,-34.890296999999997,-8.07739400662133,-34.89045497640907,1099.7448998573122
562,-8.0743810000000007,-34.900348999999999,-8.070271319939154,-34.89374660000102,858.5918090969567
1164,-8.0711220000000008,-34.896942000000003,-8.07101755884379,-34.8967011873334,28.943924322854834
41,-8.0774159999999995,-34.898848999999998,-8.077745148830127,-34.90012215657569,144.8636818672448
2028,-8.0684559999999994,-34.889595,-8.073343830621667,-34.89307440891189,664.9283587605794
2235,-8.0668919999999993,-34.901015999999998,-8.062830769835525,-34.88898949713866,1398.9522066139175
1561,-8.0696589999999997,-34.894741000000003,-8.066192389882469,-34.89404387884197,393.03578530410124
2436,-8.0657940000000004,-34.890148000000003,-8.070715245085669,-34.89580400698162,828.9721090872745
2952,-8.0593439999999994,-34.906821999999998,-8.069196206157425,-34.89544749230899,1663.839015218419
1544,-8.069706,-34.894641999999997,0,0,inf
2177,-8.0671680000000006,-34.894035000000002,-8.063638930552486,-34.89341205172201,398.36281453853
2571,-8.0648970000000002,-34.885162000000001,-8.065179090466952,-34.89583128881614,1175.0556609965765
10,-8.0775400000000008,-34.899231,-8.076473459356633,-34.90265368604094,395.0319782143658
2488,-8.0655640000000002,-34.896988,0,0,inf
1700,-8.0693020000000004,-34.895457999999998,-8.070938348262532,-34.89189000432184,432.90878659176235
1779,-8.0691140000000008,-34.888294000000002,-8.06927065934186,-34.88845993276222,25.242307177028135
1822,-8.0689709999999994,-34.895992,0,0,inf
1894,-8.0687809999999995,-34.897381000000003,0,0,inf
678,-8.0737220000000001,-34.89817,-8.075000645065657,-34.89605090566003,273.2071332901595
2544,-8.0650849999999998,-34.885742,-8.06716510597609,-34.88654060046258,247.4442404060209
618,-8.0741130000000005,-34.899718999999997,-8.080034265267651,-34.894130669723744,901.1201197581587
902,-8.0725770000000008,-34.891517999999998,-8.071468846001592,-34.90245545638572,1210.4283301549772
1483,-8.0698840000000001,-34.900813999999997,-8.067874643963897,-34.90069349094148,223.82375916565678
1818,-8.0689770000000003,-34.897396000000001,-8.06634399784796,-34.89619877280254,321.07854184517765
900,-8.0725820000000006,-34.891402999999997,0,0,inf
392,-8.0754970000000004,-34.893036000000002,-8.072960605426696,-34.89093317364109,364.8810631362856
1011,-8.0722609999999992,-34.892288000000001,-8.066265311314185,-34.89042815970865,697.4247675032324
1994,-8.0685610000000008,-34.896571999999999,-8.068764227587351,-34.89484246217646,191.74827126179756
804,-8.0729290000000002,-34.896628999999997,-8.06926086001828,-34.89329060300604,549.0423326389184
106,-8.0770579999999992,-34.899470999999998,-8.075467217390605,-34.89904244992272,183.07087410029413
342,-8.0757879999999993,-34.893932,0,0,inf
27,-8.0774810000000006,-34.899341999999997,-8.070859599736597,-34.90327742986686,854.2854936023513
780,-8.073048,-34.890639999999998,-8.069276536108063,-34.89032309046466,420.816487152603
777,-8.0730609999999992,-34.896591000000001,0,0,inf
983,-8.0724020000000003,-34.893658000000002,-8.069591444524713,-34.892571075198994,334.64573685338434
2856,-8.0623660000000008,-34.887782999999999,-8.063535517866999,-34.9023195704165,1605.6889315117626
2868,-8.0622340000000001,-34.887959000000002,-8.059077916317369,-34.8908719726007,475.4078353713555
599,-8.0742200000000004,-34.900371999999997,0,0,inf
943,-8.0724929999999997,-34.896769999999997,0,0,inf
2443,-8.0657910000000008,-34.890529999999998,-8.066102899538244,-34.89437679183608,424.9298406775469
2567,-8.0649390000000007,-34.885261999999997,-8.068122831300004,-34.88508772996442,354.54539920292603
2810,-8.0628309999999992,-34.897292999999998,0,0,inf
2010,-8.0685059999999993,-34.889533999999998,-8.072960462760696,-34.894277522996525,719.7648010245582
1506,-8.0698220000000003,-34.894421000000001,-8.06824054203328,-34.891729335729444,344.5844319717047
518,-8.0746289999999998,-34.890262999999997,-8.074020745467674,-34.894967659453044,522.3455601452708
545,-8.0744849999999992,-34.890166999999998,-8.06691116489494,-34.894158971215894,949.9503400570973
2354,-8.0660190000000007,-34.896518999999998,-8.064032955537547,-34.896627260490604,221.1594761869514
